Количество комнат;Парковка;Стоимость;Регион;Название дома (ЖК);Лифт грузовой (кол-во);Балкон/лоджия;Тип дома;Кол-во раздельных санузлов;Ремонт;Расстояние до метро
1.0;подземная;2672340;Пушкинский;ЖК «Зеленый Город»;1.0;Балкон;Монолитный;0.0;Отсутсвует;12.75
1.0;подземная;2632500;Пушкинский;ЖК «Зеленый Город»;1.0;Балкон;Монолитный;0.0;Отсутсвует;12.75
1.0;подземная;2987798;Пушкинский;ЖК «Зеленый Город»;1.0;Балкон;Монолитный;0.0;Отсутсвует;12.75
1.0;подземная;3008320;Пушкинский;ЖК «Зеленый Город»;1.0;Балкон;Монолитный;0.0;Отсутсвует;12.75
1.0;подземная;2992000;Пушкинский;ЖК «Зеленый Город»;1.0;Нет;Монолитный;0.0;Отсутсвует;12.75
1.0;подземная;2988870;Пушкинский;ЖК «Зеленый Город»;1.0;Балкон;Монолитный;0.0;Отсутсвует;12.75
1.0;Неизвестно;5000000;Одинцовский;ЖК «Кварта»;0.0;Нет;Монолитный;1.0;Отсутсвует;4.0
3.0;подземная;10440000;Красногорск;ЖК «Рублевское предместье»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
3.0;Неизвестно;12170000;Красногорск;ЖК «Рублевское предместье»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
2.0;подземная;5418000;Красногорск;ЖК «Рублевское предместье»;0.0;Балкон;Монолитный;0.0;Отсутсвует;100.0
0.0;подземная;6800000;Красногорск;ЖК «Рублевское предместье»;1.0;Балкон;Монолитный;0.0;Отсутсвует;6.25
3.0;Неизвестно;9100000;Красногорск;ЖК «Рублевское предместье»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
2.0;подземная;21927668;Москва;ЖК «Виноградный»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0829
2.0;подземная;22054032;Москва;ЖК «Виноградный»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0829
2.0;подземная;24492699;Москва;ЖК «Виноградный»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0829
1.0;подземная;26136148;Москва;ЖК «Виноградный»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.0829
2.0;Неизвестно;4500000;Ленинский;ЖК «Видный город»;0.0;Балкон;Кирпичный;1.0;Отсутсвует;3.75
1.0;Неизвестно;3590000;Ленинский;ЖК «Пригород Лесное»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
2.0;подземная;5100000;Реутов;ЖК «Гагарина 23А»;2.0;Нет;Монолитный;1.0;Отсутсвует;5.0
1.0;подземная;4150000;Реутов;ЖК «Гагарина 23А»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.2482999999999995
2.0;подземная;6800000;Реутов;ЖК «Гагарина 23А»;2.0;Нет;Монолитный;1.0;Отсутсвует;5.0
2.0;Неизвестно;7490000;Люберецкий;ЖК «Дом на ул. 8 Марта»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0
2.0;Неизвестно;7549500;Люберецкий;ЖК «Дом на ул. 8 Марта»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0
2.0;Неизвестно;7457800;Люберецкий;ЖК «Дом на ул. 8 Марта»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.0
2.0;Неизвестно;7420000;Москва;ЖК «Легендарный квартал на Березовой Аллее»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
3.0;подземная;8094000;Люберецкий;ЖК «Зеленый Остров»;2.0;Балкон;Кирпичный;1.0;Отсутсвует;1.25
1.0;подземная;4618730;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;0.0;Отсутсвует;1.25
1.0;подземная;4618730;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;0.0;Отсутсвует;1.25
2.0;подземная;6675570;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;1.25
2.0;подземная;6826050;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;1.25
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;1.25
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8217300;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;1.25
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8467200;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;1.25
3.0;подземная;7930650;Люберецкий;ЖК «Зеленый Остров»;1.0;Балкон;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
3.0;подземная;8164800;Люберецкий;ЖК «Зеленый Остров»;1.0;Нет;Монолитный;1.0;Отсутсвует;5.5
1.0;подземная;4290000;Москва;ЖК «Легендарный квартал на Березовой Аллее»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
1.0;Неизвестно;2400000;Клин;ЖК «на Менделеева»;0.0;Балкон;Монолитный;0.0;Отсутсвует;100.0
2.0;Неизвестно;4500000;Жуковский;ЖК «Гагаринский»;1.0;Нет;Монолитный;1.0;Отсутсвует;100.0
3.0;Неизвестно;14500000;Москва;ЖК «Саларьево парк»;0.0;Балкон;Монолитный;2.0;Отсутсвует;0.5831
1.0;Неизвестно;1951600;Богородский;ЖК «Истомкино»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
2.0;Неизвестно;6500000;Балашихинский;ЖК «Квартал Европа»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.833
1.0;Неизвестно;1850000;Щелковский;ЖК «Восточная Европа»;1.0;Нет;Монолитный;1.0;Отсутсвует;7.0
3.0;подземная;28000000;Москва;Неизвестно;2.0;Нет;Монолитный;1.0;Косметический;0.833
